loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,recoveries,collection_recovery_fee
15000,36,0.1699,534.72,D,D3,,MORTGAGE,65000,Source Verified,Charged Off,debt_consolidation,26.11,0,690,694,0,-1,1961.19,19.6119
29000,36,0.08189999,911.3,A,A4,2 years,MORTGAGE,86000,Not Verified,Current,debt_consolidation,30.87,0,760,764,0,-1,0,0
3200,36,0.053200003,96.37,A,A1,,RENT,45000,Not Verified,Current,other,28.13,0,835,839,0,-1,0,0
12725,36,0.1599,447.32,C,C5,8 years,OWN,55000,Verified,Fully Paid,debt_consolidation,32.71,2,685,689,3,6,0,0
7000,36,0.0579,212.29,A,A2,10+ years,MORTGAGE,52500,Source Verified,Fully Paid,car,24.48,0,755,759,1,69,0,0
30000,36,0.0721,929.2,A,A3,10+ years,MORTGAGE,65000,Not Verified,Current,major_purchase,23.98,0,815,819,0,-1,0,0
23000,60,0.143,538.76,C,C1,5 years,MORTGAGE,130000,Not Verified,Fully Paid,debt_consolidation,18.11,0,690,694,0,49,0,0
10000,36,0.1042,324.65,B,B3,4 years,RENT,56000,Source Verified,Fully Paid,credit_card,11.77,0,700,704,1,-1,0,0
4000,36,0.121800005,133.2,B,B4,3 years,MORTGAGE,60000,Not Verified,Fully Paid,debt_consolidation,11.52,1,690,694,1,16,0,0
12400,36,0.10560001,403.39,B,B3,7 years,MORTGAGE,38439,Source Verified,Fully Paid,debt_consolidation,39.56,0,715,719,0,-1,0,0
12000,36,0.13350001,406.36,C,C2,< 1 year,OWN,68000,Not Verified,Charged Off,debt_consolidation,27.1,0,670,674,5,-1,244.66,44.0388
5500,36,0.1299,185.3,B,B4,10+ years,MORTGAGE,52000,Verified,Fully Paid,debt_consolidation,28.13,0,675,679,1,78,0,0
5600,36,0.08189999,175.98,A,A4,5 years,OWN,77000,Not Verified,Current,major_purchase,22.96,0,760,764,1,-1,0,0
18000,60,0.1855,462.49,E,E2,5 years,MORTGAGE,65000,Verified,Fully Paid,credit_card,22.3,0,660,664,0,70,0,0
27000,60,0.1102,587.32,B,B2,10+ years,MORTGAGE,110000,Verified,Current,debt_consolidation,24.36,0,740,744,1,-1,0,0
9750,36,0.123500004,325.48,B,B4,4 years,MORTGAGE,30000,Not Verified,Fully Paid,credit_card,16.16,0,700,704,0,36,0,0
20000,36,0.1399,683.46,C,C4,10+ years,MORTGAGE,75000,Verified,Fully Paid,debt_consolidation,18.48,0,665,669,3,-1,0,0
14400,60,0.1099,313.02,B,B4,3 years,MORTGAGE,103000,Not Verified,Current,credit_card,15.85,0,715,719,1,39,0,0
2400,36,0.0699,74.1,A,A3,4 years,MORTGAGE,65200,Not Verified,Fully Paid,credit_card,13.22,0,720,724,0,-1,0,0
8500,36,0.20549999,318.28,D,D2,2 years,RENT,215000,Source Verified,Current,credit_card,19.68,0,695,699,0,-1,0,0
10000,60,0.1942,261.73,D,D3,10+ years,MORTGAGE,105000,Source Verified,Charged Off,home_improvement,12.43,0,700,704,0,-1,1352.49,243.4482
8200,36,0.18540001,298.68,E,E1,10+ years,RENT,23000,Verified,Charged Off,debt_consolidation,35.07,0,660,664,0,34,1027.6,184.968
18000,60,0.1344,413.63,C,C3,6 years,MORTGAGE,79000,Not Verified,Fully Paid,credit_card,8.26,0,775,779,0,-1,0,0
15000,60,0.119899996,333.6,B,B5,10+ years,MORTGAGE,63531,Not Verified,Fully Paid,credit_card,13.18,0,720,724,2,-1,0,0
30000,36,0.0756,934.02,A,A3,3 years,MORTGAGE,150000,Verified,Current,debt_consolidation,16.58,0,665,669,1,75,0,0
20400,60,0.1102,443.75,B,B2,< 1 year,MORTGAGE,180000,Not Verified,Current,debt_consolidation,32.87,0,695,699,1,66,0,0
30000,36,0.143,1029.71,C,C1,3 years,OWN,85000,Not Verified,Current,debt_consolidation,18.08,0,700,704,3,32,0,0
12500,36,0.070199996,386.08,A,A2,1 year,RENT,53000,Source Verified,Fully Paid,debt_consolidation,28.95,0,705,709,0,-1,0,0
15000,36,0.1899,549.77,E,E1,8 years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,16.39,1,660,664,2,3,0,0
25000,36,0.143,858.09,C,C1,7 years,OWN,102600,Source Verified,Current,credit_card,29.12,1,705,709,1,13,0,0
9100,36,0.1408,311.38,C,C3,10+ years,MORTGAGE,40000,Not Verified,Fully Paid,debt_consolidation,31.47,0,660,664,1,-1,0,0
19325,36,0.1504,670.29,C,C4,< 1 year,MORTGAGE,30000,Verified,Charged Off,medical,4.92,1,705,709,1,14,350,63
9000,36,0.1349,305.38,C,C2,2 years,RENT,64000,Source Verified,Fully Paid,debt_consolidation,4.58,0,680,684,0,-1,0,0
10000,36,0.060300004,304.36,A,A1,10+ years,RENT,100000,Source Verified,Fully Paid,credit_card,10.93,0,715,719,1,-1,0,0
30000,36,0.070700005,927.28,A,A2,10+ years,RENT,98519,Not Verified,Fully Paid,debt_consolidation,18.11,0,765,769,0,-1,0,0
5000,36,0.08189999,157.13,A,A4,3 years,RENT,50000,Not Verified,Current,debt_consolidation,8.23,0,705,709,1,-1,0,0
20000,36,0.070199996,617.73,A,A2,,MORTGAGE,36000,Source Verified,Current,debt_consolidation,59.6,1,760,764,0,19,0,0
11000,36,0.1367,374.2,B,B5,5 years,RENT,540000,Source Verified,Fully Paid,debt_consolidation,0.88,0,690,694,1,70,0,0
6725,36,0.1299,226.56,C,C1,4 years,OWN,27000,Source Verified,Charged Off,debt_consolidation,13.56,0,720,724,2,-1,643.01,115.7418
13000,60,0.1008,276.73,B,B1,10+ years,MORTGAGE,73000,Source Verified,Current,debt_consolidation,20.01,0,760,764,0,-1,0,0
9500,36,0.18450001,345.6,D,D2,7 years,RENT,80000,Not Verified,Current,debt_consolidation,16.69,2,690,694,0,4,0,0
5000,36,0.1047,162.45,B,B2,10+ years,OWN,57000,Source Verified,Current,home_improvement,14.69,0,670,674,1,27,0,0
9000,36,0.1446,309.62,C,C4,10+ years,MORTGAGE,35350,Verified,Fully Paid,credit_card,27.98,0,675,679,1,58,0,0
22250,36,0.1433,764.03,C,C1,< 1 year,MORTGAGE,106000,Verified,Fully Paid,debt_consolidation,15.54,0,690,694,0,-1,0,0
7000,36,0.22389999,268.75,E,E1,8 years,RENT,120000,Source Verified,Charged Off,debt_consolidation,11.8,0,660,664,3,31,575,103.5
5000,36,0.0699,154.37,A,A2,2 years,RENT,60000,Not Verified,Fully Paid,credit_card,11.04,0,705,709,1,30,0,0
18450,60,0.1167,407.34,B,B4,3 years,MORTGAGE,42000,Not Verified,Fully Paid,debt_consolidation,15.66,0,705,709,0,-1,0,0
5000,36,0.1008,161.53,B,B1,8 years,MORTGAGE,37000,Not Verified,Current,credit_card,21.86,0,715,719,0,31,0,0
10000,36,0.0789,312.86,A,A5,8 years,MORTGAGE,65000,Not Verified,Fully Paid,debt_consolidation,13.05,1,665,669,0,2,0,0
11200,60,0.14649999,264.4,C,C5,< 1 year,RENT,48000,Not Verified,Fully Paid,debt_consolidation,29.15,0,710,714,0,-1,0,0
10000,36,0.088999994,317.54,A,A5,5 years,MORTGAGE,40000,Not Verified,Fully Paid,debt_consolidation,13.74,0,710,714,1,-1,0,0
10000,36,0.16139999,352.27,C,C4,5 years,MORTGAGE,65000,Not Verified,Fully Paid,debt_consolidation,16.78,0,685,689,1,-1,0,0
14000,36,0.08189999,439.94,A,A4,10+ years,MORTGAGE,125000,Not Verified,Current,debt_consolidation,27.8,1,705,709,0,11,0,0
11500,36,0.0699,355.04,A,A2,2 years,MORTGAGE,75500,Not Verified,Fully Paid,credit_card,15.21,0,735,739,0,-1,0,0
5900,36,0.064899996,180.81,A,A2,,OWN,14172,Verified,Fully Paid,credit_card,29.97,0,665,669,0,-1,0,0
25000,36,0.1356,849.11,C,C1,8 years,MORTGAGE,63085,Not Verified,Fully Paid,credit_card,34.05,0,710,714,0,25,0,0
5000,36,0.0796,156.59,A,A5,< 1 year,RENT,71000,Not Verified,Fully Paid,credit_card,34.28,0,685,689,0,-1,0,0
10000,36,0.0975,321.5,B,B3,10+ years,MORTGAGE,31000,Source Verified,Fully Paid,credit_card,17.11,0,665,669,0,26,0,0
12000,60,0.143,281.09,C,C1,8 years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,19.49,0,710,714,0,-1,0,0
30000,60,0.1262,676.78,C,C1,< 1 year,MORTGAGE,126000,Source Verified,Fully Paid,debt_consolidation,16.17,1,715,719,0,20,0,0
22000,60,0.08189999,448.09,A,A4,3 years,MORTGAGE,50000,Not Verified,Current,debt_consolidation,23.09,0,805,809,0,-1,0,0
20000,60,0.1894,518.16,D,D2,1 year,RENT,60000,Not Verified,Current,debt_consolidation,19.76,1,705,709,1,15,0,0
30000,60,0.1359,691.69,C,C2,8 years,MORTGAGE,62362,Source Verified,Current,debt_consolidation,21.21,0,745,749,0,57,0,0
30000,60,0.1774,757.57,C,C5,10+ years,MORTGAGE,88900,Verified,Current,credit_card,32.4,0,660,664,0,-1,0,0
12000,60,0.0917,250.1,B,B1,10+ years,MORTGAGE,72000,Not Verified,Charged Off,credit_card,17.85,0,730,734,0,-1,741.15,133.407
16000,60,0.12979999,363.89,B,B5,8 years,MORTGAGE,105000,Not Verified,Current,credit_card,21.21,0,715,719,1,-1,0,0
16425,36,0.19219999,603.91,D,D4,3 years,RENT,42000,Source Verified,Charged Off,debt_consolidation,33,3,665,669,0,10,1799.11,323.8398
12500,36,0.0784,390.79,A,A4,10+ years,MORTGAGE,237000,Verified,Current,credit_card,27.75,0,725,729,0,-1,0,0
10000,36,0.16139999,352.27,C,C4,< 1 year,MORTGAGE,80000,Not Verified,Current,credit_card,14.17,0,680,684,0,-1,0,0
13500,36,0.29,565.73,E,E5,4 years,RENT,25000,Verified,Current,debt_consolidation,34.23,0,715,719,0,-1,0,0
10000,36,0.1105,327.63,B,B4,10+ years,MORTGAGE,80000,Source Verified,Current,credit_card,30.45,0,685,689,1,25,0,0
40000,60,0.08189999,814.7,A,A4,< 1 year,MORTGAGE,50000,Source Verified,Current,debt_consolidation,69.11,0,700,704,1,-1,0,0
16000,60,0.202,425.69,D,D5,10+ years,RENT,74022,Source Verified,Fully Paid,debt_consolidation,30.77,1,685,689,0,7,0,0
22000,60,0.1699,546.64,D,D3,10+ years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,33.27,0,745,749,0,-1,0,0
10000,36,0.0846,315.5,A,A1,10+ years,MORTGAGE,144000,Not Verified,Current,home_improvement,32.18,0,800,804,2,-1,0,0
5000,36,0.1042,162.33,B,B3,2 years,MORTGAGE,36800,Verified,Fully Paid,home_improvement,18.79,1,690,694,2,21,0,0
25000,36,0.053200003,752.87,A,A1,< 1 year,MORTGAGE,100000,Not Verified,Fully Paid,debt_consolidation,6.43,0,765,769,0,-1,0,0
30000,60,0.1333,687.68,B,B1,,OWN,55000,Not Verified,Current,credit_card,25.8,0,680,684,0,-1,0,0
6000,36,0.082399994,188.69,B,B1,3 years,MORTGAGE,30000,Source Verified,Fully Paid,debt_consolidation,28.8,0,685,689,0,-1,0,0
7200,36,0.1099,235.69,B,B4,10+ years,MORTGAGE,85000,Source Verified,Fully Paid,debt_consolidation,11.26,0,660,664,0,-1,0,0
4050,36,0.113900006,133.35,B,B3,2 years,MORTGAGE,58000,Source Verified,Fully Paid,debt_consolidation,7.14,1,700,704,0,20,0,0
3500,36,0.1565,122.46,D,D4,3 years,RENT,65000,Verified,Fully Paid,small_business,2.51,0,730,734,0,71,0,0
5000,36,0.0916,159.38,B,B2,10+ years,MORTGAGE,65000,Source Verified,Fully Paid,debt_consolidation,20.44,0,690,694,0,-1,0,0
10000,36,0.15609999,349.65,D,D1,8 years,OWN,71838,Source Verified,Fully Paid,credit_card,21.8,0,670,674,3,-1,0,0
25000,36,0.066199996,767.6,A,A2,10+ years,MORTGAGE,87000,Verified,Fully Paid,debt_consolidation,11.21,0,740,744,0,-1,0,0
2275,36,0.17860001,82.09,D,D5,1 year,MORTGAGE,30000,Verified,Fully Paid,other,32.56,1,660,664,1,23,0,0
2100,36,0.1171,69.46,B,B3,,RENT,18204,Verified,Current,debt_consolidation,16.02,0,720,724,0,-1,0,0
21050,36,0.0756,655.37,A,A3,10+ years,MORTGAGE,98000,Not Verified,Current,debt_consolidation,23.75,0,725,729,0,-1,0,0
35000,36,0.1398,1195.88,C,C3,10+ years,MORTGAGE,120000,Verified,Fully Paid,small_business,18.13,0,715,719,1,-1,0,0
15000,36,0.1349,508.96,C,C2,,MORTGAGE,68000,Verified,Fully Paid,home_improvement,8.58,0,675,679,1,41,0,0
10000,36,0.0917,318.79,B,B2,10+ years,RENT,70000,Source Verified,Fully Paid,credit_card,7.39,0,680,684,3,54,0,0
2400,36,0.1602,84.41,C,C5,7 years,RENT,32000,Not Verified,Charged Off,major_purchase,20.2,0,670,674,2,65,169.67,30.5406
30000,36,0.1602,1055.01,C,C5,,RENT,0,Not Verified,Current,debt_consolidation,-2,0,700,704,0,-1,0,0
6500,36,0.053200003,195.75,A,A1,4 years,OWN,60000,Not Verified,Fully Paid,credit_card,6.7,0,720,724,0,64,0,0
2800,36,0.114700004,92.3,B,B5,,OWN,26400,Verified,Fully Paid,other,23.18,0,670,674,0,-1,0,0
12000,36,0.1269,402.54,C,C2,3 years,RENT,54000,Not Verified,Fully Paid,debt_consolidation,33.84,0,670,674,0,-1,0,0
18000,36,0.0797,563.81,A,A5,2 years,MORTGAGE,52000,Source Verified,Fully Paid,credit_card,12.68,0,685,689,0,-1,0,0
10000,36,0.08189999,314.25,A,A4,2 years,RENT,65000,Not Verified,Current,debt_consolidation,7.5,0,675,679,0,-1,0,0
6000,36,0.1144,197.69,B,B4,8 years,RENT,40000,Source Verified,Charged Off,credit_card,32.33,0,720,724,0,-1,723.93,130.3074
20000,36,0.1229,667.06,C,C1,6 years,MORTGAGE,40000,Verified,Fully Paid,debt_consolidation,10.1,0,685,689,0,44,0,0
9000,36,0.0739,279.51,A,A4,10+ years,MORTGAGE,78000,Source Verified,Fully Paid,credit_card,5.55,1,680,684,0,10,0,0
5000,36,0.139,170.65,C,C1,4 years,OWN,40000,Source Verified,Current,debt_consolidation,27.33,0,700,704,0,-1,0,0
30000,36,0.1398,1025.04,C,C1,10+ years,RENT,180000,Source Verified,Fully Paid,credit_card,8.94,1,675,679,2,16,0,0
12800,36,0.0881,405.91,A,A5,3 years,MORTGAGE,150000,Not Verified,Current,debt_consolidation,20.3,0,670,674,0,-1,0,0
8100,36,0.1899,296.88,D,D3,2 years,OWN,54000,Source Verified,Charged Off,debt_consolidation,27.6,1,670,674,0,18,713.33,128.3994
35000,36,0.12979999,1178.96,B,B5,,OWN,100000,Source Verified,Current,other,12.44,1,755,759,0,18,0,0
10000,36,0.114700004,329.62,B,B5,,RENT,50000,Source Verified,Charged Off,debt_consolidation,6,0,680,684,0,-1,392.27,70.6086
12000,36,0.0646,367.57,A,A1,7 years,MORTGAGE,49000,Source Verified,Current,debt_consolidation,39.82,0,705,709,0,24,0,0
4050,36,0.1899,148.44,D,D4,10+ years,OWN,65000,Not Verified,Charged Off,home_improvement,23.02,0,660,664,2,-1,393.24,70.7832
25000,36,0.154,871.54,B,B4,10+ years,MORTGAGE,78000,Not Verified,Current,debt_consolidation,21.7,0,710,714,0,-1,0,0
21850,60,0.1727,546.21,C,C5,3 years,RENT,50000,Verified,Fully Paid,debt_consolidation,20.81,0,680,684,0,37,0,0
16000,36,0.143,549.18,C,C1,5 years,MORTGAGE,51000,Verified,Current,debt_consolidation,28.42,0,660,664,1,28,0,0
17000,36,0.1608,598.35,B,B5,< 1 year,MORTGAGE,70000,Verified,Current,credit_card,18.19,0,675,679,0,-1,0,0
4075,36,0.1398,139.24,C,C3,6 years,RENT,80000,Not Verified,Fully Paid,credit_card,14.97,1,665,669,1,17,0,0
13200,60,0.13350001,302.72,C,C2,< 1 year,MORTGAGE,90000,Not Verified,Fully Paid,credit_card,21.05,0,705,709,2,-1,0,0
18000,36,0.1099,589.22,B,B2,< 1 year,OWN,75000,Not Verified,Fully Paid,debt_consolidation,12.58,0,710,714,0,-1,0,0
10000,36,0.060300004,304.36,A,A1,10+ years,MORTGAGE,33600,Source Verified,Fully Paid,debt_consolidation,6.57,0,755,759,0,-1,0,0
6600,36,0.0646,202.17,A,A1,2 years,RENT,54000,Not Verified,Current,credit_card,8,0,705,709,1,-1,0,0
10000,36,0.060300004,304.36,A,A1,7 years,MORTGAGE,34000,Verified,Fully Paid,debt_consolidation,23.88,0,775,779,0,-1,0,0
15000,36,0.0689,462.41,A,A3,< 1 year,RENT,65000,Not Verified,Fully Paid,debt_consolidation,8.95,0,765,769,1,-1,0,0
12500,60,0.1601,304.05,C,C5,,RENT,60000,Not Verified,Fully Paid,debt_consolidation,8.7,1,665,669,1,21,0,0
17000,36,0.1153,560.84,B,B5,10+ years,MORTGAGE,53830,Verified,Fully Paid,debt_consolidation,20.33,1,665,669,0,15,0,0
22000,60,0.1699,546.64,D,D1,1 year,MORTGAGE,50688,Verified,Charged Off,debt_consolidation,20.29,0,680,684,0,-1,2516.1,226.449
7000,36,0.13350001,237.04,C,C2,7 years,RENT,56000,Source Verified,Fully Paid,debt_consolidation,11.59,1,680,684,0,4,0,0
7500,36,0.08180001,235.65,B,B1,10+ years,MORTGAGE,60000,Source Verified,Fully Paid,debt_consolidation,5.4,0,675,679,0,48,0,0
18000,60,0.119899996,400.31,B,B5,10+ years,RENT,68000,Verified,Fully Paid,debt_consolidation,29.76,1,680,684,1,3,0,0
6000,36,0.060300004,182.62,A,A1,7 years,OWN,72000,Not Verified,Fully Paid,credit_card,12.28,0,695,699,0,75,0,0
18000,36,0.1249,602.08,B,B5,10+ years,MORTGAGE,120000,Source Verified,Fully Paid,debt_consolidation,21.67,0,720,724,4,-1,0,0
28000,60,0.069699995,554.04,A,A3,10+ years,MORTGAGE,95000,Not Verified,Fully Paid,credit_card,10.07,0,770,774,0,-1,0,0
7200,36,0.0967,231.21,B,B1,10+ years,MORTGAGE,54000,Verified,Fully Paid,debt_consolidation,3.08,0,700,704,1,51,0,0
35000,60,0.17969999,888.2,D,D1,10+ years,RENT,55000,Not Verified,Current,other,26.18,0,755,759,1,-1,0,0
20000,36,0.16139999,704.53,C,C4,5 years,RENT,85000,Verified,Fully Paid,debt_consolidation,19.02,0,675,679,0,-1,0,0
4800,36,0.0797,150.35,A,A5,< 1 year,RENT,52000,Not Verified,Fully Paid,credit_card,16.41,0,700,704,0,41,0,0
21275,60,0.1699,528.63,D,D3,3 years,MORTGAGE,68500,Verified,Fully Paid,debt_consolidation,33.35,0,690,694,2,-1,0,0
30000,36,0.0699,926.18,A,A2,4 years,MORTGAGE,102000,Source Verified,Fully Paid,debt_consolidation,10.42,0,750,754,0,-1,0,0
30000,60,0.1008,638.6,B,B1,2 years,MORTGAGE,165000,Not Verified,Current,debt_consolidation,12.64,0,715,719,0,-1,0,0
6000,36,0.17860001,216.5,D,D5,,RENT,70000,Source Verified,Charged Off,other,14.18,0,685,689,1,-1,306.12,55.1016
40000,60,0.1359,922.25,C,C2,2 years,RENT,115000,Verified,Current,debt_consolidation,13.96,0,745,749,1,-1,0,0
19500,60,0.1505,464.42,C,C4,,MORTGAGE,47800,Not Verified,Current,home_improvement,32.39,0,705,709,0,-1,0,0
5000,36,0.0789,156.43,A,A5,10+ years,OWN,102000,Not Verified,Fully Paid,debt_consolidation,17.66,0,695,699,0,-1,0,0
12000,60,0.1524,287,C,C2,3 years,OWN,125000,Not Verified,Current,debt_consolidation,4.35,0,710,714,0,60,0,0
20000,60,0.1299,454.96,C,C2,7 years,MORTGAGE,49000,Verified,Current,debt_consolidation,30.12,2,675,679,0,5,0,0
12600,60,0.2485,368.72,E,E3,4 years,RENT,70000,Source Verified,Late (31-120 days),debt_consolidation,28.46,0,680,684,0,77,0,0
10000,60,0.143,234.25,C,C1,,OWN,46000,Source Verified,Current,debt_consolidation,26.48,0,755,759,0,-1,0,0
10075,60,0.2872,318.09,F,F1,10+ years,RENT,24000,Verified,Fully Paid,credit_card,12.52,2,700,704,1,12,0,0
20000,60,0.119799994,444.69,B,B5,3 years,MORTGAGE,190000,Not Verified,Current,debt_consolidation,12.21,0,735,739,0,45,0,0
12000,60,0.1557,289.09,C,C3,4 years,RENT,81996,Source Verified,Current,debt_consolidation,7.96,1,660,664,0,12,0,0
5250,36,0.18059999,189.96,D,D2,,RENT,94000,Verified,Fully Paid,debt_consolidation,17.67,2,680,684,0,14,0,0
25000,60,0.1308,569.86,B,B5,3 years,RENT,90000,Verified,Current,debt_consolidation,20.33,0,695,699,0,-1,0,0
31675,36,0.1144,1043.62,B,B4,10+ years,MORTGAGE,66000,Verified,Charged Off,credit_card,20.37,0,715,719,0,-1,350,63
17700,60,0.2199,488.76,E,E5,4 years,MORTGAGE,35529.6,Source Verified,Charged Off,debt_consolidation,37.8,0,670,674,0,-1,8708,1567.44
5600,36,0.1299,188.66,B,B4,2 years,MORTGAGE,40500,Verified,Fully Paid,debt_consolidation,26.19,0,690,694,0,-1,0,0
12000,60,0.1602,291.95,C,C5,2 years,RENT,62000,Verified,Fully Paid,debt_consolidation,4.68,1,665,669,0,23,0,0
9000,60,0.0881,186,A,A5,8 years,MORTGAGE,60000,Source Verified,Current,credit_card,26.76,0,705,709,2,-1,0,0
30000,60,0.1033,642.3,B,B1,10+ years,MORTGAGE,100000,Verified,Current,debt_consolidation,32.69,0,810,814,2,-1,0,0
12750,36,0.1153,420.63,B,B5,4 years,RENT,52000,Source Verified,Fully Paid,debt_consolidation,20.56,0,710,714,0,-1,0,0
15000,60,0.0917,312.62,B,B2,5 years,OWN,38000,Not Verified,Fully Paid,debt_consolidation,27.35,0,735,739,0,-1,0,0
21000,36,0.053200003,632.42,A,A1,7 years,RENT,140000,Verified,Fully Paid,debt_consolidation,9.73,0,785,789,0,-1,0,0
12000,36,0.1691,427.3,C,C5,2 years,RENT,60000,Source Verified,In Grace Period,debt_consolidation,2.08,0,710,714,1,-1,0,0
12625,36,0.0756,393.07,A,A3,1 year,MORTGAGE,60000,Not Verified,Current,debt_consolidation,17.32,0,755,759,1,30,0,0
12000,36,0.1033,389.07,B,B1,,MORTGAGE,47000,Source Verified,Current,credit_card,7.12,0,660,664,3,-1,0,0
40000,36,0.0646,1225.24,A,A1,6 years,OWN,295000,Source Verified,Current,small_business,3.51,0,745,749,2,-1,0,0
30000,36,0.1999,1114.76,D,D4,10+ years,OWN,90000,Verified,Fully Paid,debt_consolidation,19.41,0,665,669,5,-1,0,0
12000,36,0.1171,396.92,B,B3,< 1 year,MORTGAGE,70000,Not Verified,Fully Paid,debt_consolidation,13.2,0,675,679,2,26,0,0
6600,36,0.0756,205.49,A,A3,< 1 year,RENT,40000,Source Verified,Current,credit_card,7.2,0,665,669,2,-1,0,0
10000,36,0.0639,305.99,A,A2,,MORTGAGE,50000,Verified,Fully Paid,credit_card,5.74,0,780,784,0,-1,0,0
15000,60,0.26569998,454.19,F,F5,10+ years,OWN,205000,Verified,Current,other,12.39,2,685,689,1,1,0,0
8400,36,0.1262,281.5,C,C1,6 years,RENT,31122,Verified,Current,debt_consolidation,20.98,0,690,694,0,-1,0,0
3600,36,0.1091,117.71,B,B4,< 1 year,MORTGAGE,35594,Verified,Fully Paid,major_purchase,29.16,0,710,714,0,-1,0,0
5000,36,0.1167,165.29,B,B4,10+ years,RENT,32000,Source Verified,Fully Paid,credit_card,24.23,0,690,694,0,-1,0,0
12000,36,0.14739999,414.46,C,C2,10+ years,MORTGAGE,60000,Source Verified,Current,debt_consolidation,15.58,0,680,684,1,26,0,0
28000,60,0.16290002,685.23,D,D1,9 years,MORTGAGE,150000,Source Verified,Fully Paid,home_improvement,15.87,0,660,664,0,40,0,0
30000,60,0.1612,731.46,C,C3,6 years,OWN,73000,Source Verified,Current,debt_consolidation,22.62,0,660,664,0,-1,0,0
10000,36,0.1407,342.12,C,C3,10+ years,RENT,46665,Not Verified,Fully Paid,debt_consolidation,35.91,0,665,669,0,-1,0,0
40000,36,0.0756,1245.36,A,A3,10+ years,MORTGAGE,1000000,Verified,Current,debt_consolidation,5.86,1,680,684,0,15,0,0
7975,36,0.1033,258.57,B,B1,1 year,RENT,155000,Source Verified,Current,debt_consolidation,11.17,0,685,689,1,-1,0,0
25000,60,0.2534,738.78,E,E3,3 years,RENT,62400,Not Verified,Current,debt_consolidation,20.62,1,675,679,0,23,0,0
20000,36,0.21450001,758.14,D,D5,1 year,MORTGAGE,173000,Verified,Charged Off,credit_card,22.85,0,675,679,0,-1,0,0
17150,36,0.119899996,569.55,C,C1,4 years,MORTGAGE,87000,Not Verified,Fully Paid,credit_card,37.76,0,705,709,0,34,0,0
12550,36,0.0646,384.42,A,A1,4 years,MORTGAGE,53000,Source Verified,Current,credit_card,35.82,0,795,799,0,-1,0,0
4400,36,0.1505,152.64,C,C4,1 year,RENT,30000,Source Verified,Late (31-120 days),debt_consolidation,9.96,2,690,694,1,20,0,0
18000,36,0.0668,553.16,A,A3,4 years,MORTGAGE,75000,Source Verified,Fully Paid,debt_consolidation,27.33,0,760,764,0,28,0,0
30000,36,0.0917,956.37,B,B1,10+ years,MORTGAGE,130000,Source Verified,Fully Paid,credit_card,21.35,0,760,764,1,-1,0,0
17000,60,0.1033,363.97,B,B1,,MORTGAGE,37000,Not Verified,Current,debt_consolidation,16.94,0,790,794,0,-1,0,0
15000,36,0.0949,480.43,B,B2,2 years,MORTGAGE,130000,Not Verified,Fully Paid,debt_consolidation,9.98,0,710,714,0,67,0,0
12000,36,0.083900005,378.2,B,B1,< 1 year,RENT,39000,Source Verified,Fully Paid,credit_card,28.25,0,670,674,0,-1,0,0
1000,36,0.24370001,39.43,E,E2,10+ years,RENT,99000,Verified,Fully Paid,moving,27.93,0,670,674,0,-1,0,0
8400,36,0.0699,259.33,A,A3,2 years,OWN,55000,Not Verified,Fully Paid,credit_card,14.97,0,720,724,0,-1,0,0
32000,60,0.119899996,711.67,C,C1,4 years,MORTGAGE,130000,Verified,Current,other,19.45,0,725,729,0,-1,0,0
5550,36,0.079,173.67,A,A4,5 years,MORTGAGE,62000,Not Verified,Fully Paid,debt_consolidation,18.81,0,720,724,0,-1,0,0
1300,36,0.1349,44.11,C,C2,10+ years,MORTGAGE,35000,Verified,Fully Paid,other,28.19,0,745,749,0,26,0,0
17000,36,0.124,567.9,B,B4,10+ years,MORTGAGE,65000,Not Verified,Current,medical,42.54,0,745,749,1,27,0,0
8000,36,0.1599,281.22,C,C5,5 years,MORTGAGE,45000,Source Verified,Fully Paid,debt_consolidation,13.33,0,695,699,0,-1,0,0
10000,36,0.1306,337.23,C,C1,,MORTGAGE,39000,Verified,Current,home_improvement,10.83,0,690,694,0,-1,0,0
7000,36,0.173,250.62,C,C1,10+ years,MORTGAGE,60000,Not Verified,Current,home_improvement,19.42,1,680,684,1,18,0,0
19200,36,0.0999,619.44,B,B3,7 years,RENT,141000,Verified,Fully Paid,debt_consolidation,21.66,1,695,699,0,4,0,0
30000,36,0.1992,1113.69,D,D3,10+ years,RENT,135000,Verified,Current,debt_consolidation,31.95,0,690,694,1,-1,0,0
6000,36,0.14649999,206.97,C,C5,6 years,RENT,40000,Source Verified,Fully Paid,debt_consolidation,10.11,0,695,699,0,-1,0,0
24000,36,0.0799,751.97,A,A5,10+ years,RENT,215000,Not Verified,Charged Off,credit_card,23.82,0,730,734,0,-1,1550,279
35000,36,0.0917,1115.77,B,B2,8 years,MORTGAGE,133000,Verified,Fully Paid,debt_consolidation,34.19,0,710,714,1,-1,0,0
